Go.	Geh.	CC-BY 2.0 (France) Attribution: tatoeba.org #2877272 (CM) & #8597805 (Roujin)
Eat up.	Iss auf!	CC-BY 2.0 (France) Attribution: tatoeba.org #4769344 (garborg) & #8637528 (Pfirsichbaeumchen)
Freeze!	Keine Bewegung!	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #3155388 (Pfirsichbaeumchen)
Freeze!	Stehenbleiben!	CC-BY 2.0 (France) Attribution: tatoeba.org #2160489 (Dreamk33) & #3155390 (Pfirsichbaeumchen)
Go now.	Geh jetzt!	CC-BY 2.0 (France) Attribution: tatoeba.org #2230771 (CK) & #1853898 (Tamy)
Got it!	Verstanden!	CC-BY 2.0 (France) Attribution: tatoeba.org #320484 (CM) & #5253180 (christian42)
Got it!	Aha!	CC-BY 2.0 (France) Attribution: tatoeba.org #320484 (CM) & #5622431 (list)
Got it!	Ich habs!	CC-BY 2.0 (France) Attribution: tatoeba.org #320484 (CM) & #8597813 (Roujin)
Got it?	Kapiert?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (FeuDRenais) & #455377 (MUIRIEL)
Got it?	Verstanden?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (FeuDRenais) & #455452 (Zaghawa)
Got it?	Einverstanden?	CC-BY 2.0 (France) Attribution: tatoeba.org #455353 (FeuDRenais) & #1808892 (Tamy)
He ran.	Er rannte.	CC-BY 2.0 (France) Attribution: tatoeba.org #672229 (CK) & #1401396 (Esperantostern)
He ran.	Er lief.	CC-BY 2.0 (France) Attribution: tatoeba.org #672229 (CK) & #1401397 (Esperantostern)
Hop in.	Mach mit!	CC-BY 2.0 (France) Attribution: tatoeba.org #1111548 (Scott) & #4659678 (AC)
Hop in.	Spring rein!	CC-BY 2.0 (France) Attribution: tatoeba.org #1111548 (Scott) & #8876304 (Yorwba)
Hug me.	Drück mich!	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #1846595 (Pfirsichbaeumchen)
Hug me.	Nimm mich in den Arm!	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #1846597 (Pfirsichbaeumchen)
Hug me.	Umarme mich!	CC-BY 2.0 (France) Attribution: tatoeba.org #1852504 (CK) & #1854006 (Pfirsichbaeumchen)
I care.	Mir ist es wichtig.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397687 (CK) & #604208 (BraveSentry)
I fell.	Ich fiel.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #4942958 (Hans_Adler)
I fell.	Ich fiel hin.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #4942959 (Hans_Adler)
I fell.	Ich stürzte.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #4942960 (Hans_Adler)
I fell.	Ich bin hingefallen.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #4942961 (Hans_Adler)
I fell.	Ich bin gestürzt.	CC-BY 2.0 (France) Attribution: tatoeba.org #3824714 (CK) & #4942963 (Hans_Adler)
I fled.	Ich flüchtete.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397688 (CK) & #8861618 (mramosch)
I fled.	Ich bin geflüchtet.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397688 (CK) & #8861619 (mramosch)
I know.	Ich weiß.	CC-BY 2.0 (France) Attribution: tatoeba.org #319990 (CK) & #358382 (MUIRIEL)
I lied.	Ich habe gelogen.	CC-BY 2.0 (France) Attribution: tatoeba.org #3935374 (gianich73) & #3235040 (Manfredo)
I lost.	Ich habe verloren.	CC-BY 2.0 (France) Attribution: tatoeba.org #1755073 (Eldad) & #4659717 (AC)
I paid.	Ich habe bezahlt.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828610 (CK) & #7141489 (Luiaard)
I paid.	Ich zahlte.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828610 (CK) & #7141490 (Luiaard)
I sang.	Ich sang.	CC-BY 2.0 (France) Attribution: tatoeba.org #7290637 (shekitten) & #4781463 (Tamy)
I spit.	Ich spuckte.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397689 (CK) & #8861620 (mramosch)
I spit.	Ich habe gespuckt.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397689 (CK) & #8861621 (mramosch)
I swim.	Ich schwimme.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828611 (CK) & #7091837 (Luiaard)
I wept.	Ich weinte.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397690 (CK) & #7091838 (Luiaard)
I wept.	Ich habe geweint.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397690 (CK) & #7091839 (Luiaard)
I'm 19.	Ich bin 19 Jahre alt.	CC-BY 2.0 (France) Attribution: tatoeba.org #442400 (sacredceltic) & #345406 (MUIRIEL)
I'm 19.	Ich bin 19.	CC-BY 2.0 (France) Attribution: tatoeba.org #442400 (sacredceltic) & #442436 (MUIRIEL)
I'm OK.	Mir geht's gut.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #341452 (MUIRIEL)
I'm OK.	Es geht mir gut.	CC-BY 2.0 (France) Attribution: tatoeba.org #433763 (CK) & #2705321 (Pfirsichbaeumchen)
I'm up.	Ich bin wach.	CC-BY 2.0 (France) Attribution: tatoeba.org #2765357 (arnxy20) & #1313714 (Pfirsichbaeumchen)
I'm up.	Ich bin auf.	CC-BY 2.0 (France) Attribution: tatoeba.org #2765357 (arnxy20) & #6626001 (Felixjp)
No way!	Unmöglich!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CS) & #976 (MUIRIEL)
No way!	Das kommt nicht in Frage!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CS) & #444494 (Espi)
No way!	Das gibt’s doch nicht!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CS) & #722128 (Pfirsichbaeumchen)
No way!	Ausgeschlossen!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CS) & #1670006 (Pfirsichbaeumchen)
No way!	In keinster Weise!	CC-BY 2.0 (France) Attribution: tatoeba.org #2175 (CS) & #2344583 (Vortarulo)
Really?	Wirklich?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #373376 (lilygilder)
Really?	Echt?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #808911 (Manfredo)
Really?	Im Ernst?	CC-BY 2.0 (France) Attribution: tatoeba.org #373216 (kotobaboke) & #937379 (Sudajaengi)
Thanks.	Danke!	CC-BY 2.0 (France) Attribution: tatoeba.org #2057650 (nava) & #397489 (MUIRIEL)
Try it.	Versuch’s!	CC-BY 2.0 (France) Attribution: tatoeba.org #4756252 (cairnhead) & #4756673 (raggione)
We try.	Wir versuchen es.	CC-BY 2.0 (France) Attribution: tatoeba.org #247763 (CK) & #1300435 (cumori)
We won.	Wir haben gewonnen.	CC-BY 2.0 (France) Attribution: tatoeba.org #2107675 (CK) & #2122757 (Pfirsichbaeumchen)
Why me?	Warum ich?	CC-BY 2.0 (France) Attribution: tatoeba.org #24958 (CK) & #397532 (MUIRIEL)
Ask Tom.	Frag Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #1998578 (Tamy)
Ask Tom.	Fragen Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #1998581 (Tamy)
Ask Tom.	Fragt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #1954263 (CK) & #1998583 (Tamy)
Awesome!	Fantastisch!	CC-BY 2.0 (France) Attribution: tatoeba.org #433512 (CK) & #366461 (Wolf)
Be cool.	Entspann dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #1860752 (CK) & #1737099 (Espi)
Be fair.	Sei nicht ungerecht!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #2144804 (Pfirsichbaeumchen)
Be fair.	Sei fair!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916316 (CK) & #2270545 (Vortarulo)
Be kind.	Sei nett!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916315 (CK) & #1998565 (Tamy)
Be nice.	Sei nett!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916314 (CK) & #1998565 (Tamy)
Be nice.	Seien Sie nett!	CC-BY 2.0 (France) Attribution: tatoeba.org #1916314 (CK) & #1998568 (Tamy)
Beat it.	Geh weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #547378 (Espi)
Beat it.	Hau ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #662285 (stefz)
Beat it.	Verschwinde!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #722834 (Esperantostern)
Beat it.	Verdufte!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #795719 (BraveSentry)
Beat it.	Mach dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #795721 (BraveSentry)
Beat it.	Zieh Leine!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #917506 (Sudajaengi)
Beat it.	Mach dich vom Acker!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #917507 (Sudajaengi)
Beat it.	Verzieh dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #917508 (Sudajaengi)
Beat it.	Verkrümele dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #1203256 (Espi)
Beat it.	Troll dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2162750 (Vortarulo)
Beat it.	Zisch ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494154 (Pfirsichbaeumchen)
Beat it.	Pack dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494156 (Pfirsichbaeumchen)
Beat it.	Mach ’ne Fliege!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494157 (Pfirsichbaeumchen)
Beat it.	Schwirr ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494158 (Pfirsichbaeumchen)
Beat it.	Mach die Sause!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494159 (Pfirsichbaeumchen)
Beat it.	Scher dich weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494160 (Pfirsichbaeumchen)
Beat it.	Scher dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #37902 (CM) & #2494161 (Pfirsichbaeumchen)
Burn it.	Verbrenne es!	CC-BY 2.0 (France) Attribution: tatoeba.org #6049387 (mailohilohi) & #8861563 (mramosch)
Burn it.	Verbrennt es!	CC-BY 2.0 (France) Attribution: tatoeba.org #6049387 (mailohilohi) & #8861564 (mramosch)
Burn it.	Verbrennen Sie es!	CC-BY 2.0 (France) Attribution: tatoeba.org #6049387 (mailohilohi) & #8861565 (mramosch)
Bury it.	Vergrabe es!	CC-BY 2.0 (France) Attribution: tatoeba.org #6049389 (mailohilohi) & #8861459 (mramosch)
Call me.	Ruf mich an.	CC-BY 2.0 (France) Attribution: tatoeba.org #1553532 (CK) & #1688178 (Pfirsichbaeumchen)
Come in.	Komm herein.	CC-BY 2.0 (France) Attribution: tatoeba.org #348091 (Hertz) & #361822 (Wolf)
Come in.	Herein!	CC-BY 2.0 (France) Attribution: tatoeba.org #348091 (Hertz) & #440148 (MUIRIEL)
Come on!	Komm!	CC-BY 2.0 (France) Attribution: tatoeba.org #24697 (CK) & #4787438 (L3581)
Come on!	Kommt!	CC-BY 2.0 (France) Attribution: tatoeba.org #24697 (CK) & #4944467 (Hans_Adler)
Come on!	Mach schon!	CC-BY 2.0 (France) Attribution: tatoeba.org #24697 (CK) & #5362934 (RandomUsername)
Come on!	Macht schon!	CC-BY 2.0 (France) Attribution: tatoeba.org #24697 (CK) & #5362935 (RandomUsername)
Come on.	Komm schon!	CC-BY 2.0 (France) Attribution: tatoeba.org #1954266 (CK) & #6643321 (Felixjp)
Drop it.	Fallen lassen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7915580 (CK) & #8641133 (Melang)
Fold it.	Falte es zusammen!	CC-BY 2.0 (France) Attribution: tatoeba.org #6051416 (mailohilohi) & #8861460 (mramosch)
Get Tom.	Hol Tom.	CC-BY 2.0 (France) Attribution: tatoeba.org #1972633 (CK) & #5227375 (jaz1313)
Get out!	Raus!	CC-BY 2.0 (France) Attribution: tatoeba.org #266790 (CK) & #474497 (Espi)
Get out!	Geht raus!	CC-BY 2.0 (France) Attribution: tatoeba.org #266790 (CK) & #7036913 (driini)
Get out.	Geh raus.	CC-BY 2.0 (France) Attribution: tatoeba.org #22016 (Eldad) & #4944450 (Hans_Adler)
Get out.	Geht raus!	CC-BY 2.0 (France) Attribution: tatoeba.org #22016 (Eldad) & #7036913 (driini)
Go away!	Geh weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #547378 (Espi)
Go away!	Hau ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #662285 (stefz)
Go away!	Verschwinde!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #722834 (Esperantostern)
Go away!	Verdufte!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #795719 (BraveSentry)
Go away!	Mach dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #795721 (BraveSentry)
Go away!	Zieh Leine!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #917506 (Sudajaengi)
Go away!	Mach dich vom Acker!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #917507 (Sudajaengi)
Go away!	Verzieh dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #917508 (Sudajaengi)
Go away!	Verkrümele dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #1203256 (Espi)
Go away!	Troll dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2162750 (Vortarulo)
Go away!	Zisch ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494154 (Pfirsichbaeumchen)
Go away!	Pack dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494156 (Pfirsichbaeumchen)
Go away!	Mach ’ne Fliege!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494157 (Pfirsichbaeumchen)
Go away!	Schwirr ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494158 (Pfirsichbaeumchen)
Go away!	Mach die Sause!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494159 (Pfirsichbaeumchen)
Go away!	Scher dich weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494160 (Pfirsichbaeumchen)
Go away!	Scher dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #2494161 (Pfirsichbaeumchen)
Go away.	Geh weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #547378 (Espi)
Go away.	Verpiss dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #584844 (MUIRIEL)
Go away.	Hau ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #662285 (stefz)
Go away.	Verschwinde!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #722834 (Esperantostern)
Go away.	Verdufte!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #795719 (BraveSentry)
Go away.	Mach dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #795721 (BraveSentry)
Go away.	Zieh Leine!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #917506 (Sudajaengi)
Go away.	Mach dich vom Acker!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #917507 (Sudajaengi)
Go away.	Verzieh dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #917508 (Sudajaengi)
Go away.	Verkrümele dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #1203256 (Espi)
Go away.	Troll dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2162750 (Vortarulo)
Go away.	Zisch ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494154 (Pfirsichbaeumchen)
Go away.	Pack dich!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494156 (Pfirsichbaeumchen)
Go away.	Mach ’ne Fliege!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494157 (Pfirsichbaeumchen)
Go away.	Schwirr ab!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494158 (Pfirsichbaeumchen)
Go away.	Mach die Sause!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494159 (Pfirsichbaeumchen)
Go away.	Scher dich weg!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494160 (Pfirsichbaeumchen)
Go away.	Scher dich fort!	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #2494161 (Pfirsichbaeumchen)
Go away.	Gehen Sie weg.	CC-BY 2.0 (France) Attribution: tatoeba.org #433491 (CK) & #4942536 (Hans_Adler)
Go home.	Geh nach Hause.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230769 (CK) & #6644930 (Felixjp)
Go home.	Geh heim.	CC-BY 2.0 (France) Attribution: tatoeba.org #2230769 (CK) & #6644931 (Felixjp)
Goodbye!	Auf Wiedersehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #516745 (minshirui) & #409153 (MUIRIEL)
Goodbye!	Leb wohl!	CC-BY 2.0 (France) Attribution: tatoeba.org #516745 (minshirui) & #438753 (xtofu80)
Goodbye!	Tschüss!	CC-BY 2.0 (France) Attribution: tatoeba.org #516745 (minshirui) & #647453 (Hans07)
Hang on!	Nicht nachlassen!	CC-BY 2.0 (France) Attribution: tatoeba.org #1894404 (Spamster) & #1921063 (Tamy)
Hang on.	Warte!	CC-BY 2.0 (France) Attribution: tatoeba.org #1972640 (CK) & #2122378 (Pfirsichbaeumchen)
He came.	Er kam.	CC-BY 2.0 (France) Attribution: tatoeba.org #853153 (piksea) & #867797 (Espi)
He quit.	Er hat gekündigt.	CC-BY 2.0 (France) Attribution: tatoeba.org #1580339 (sam_m) & #8597817 (Roujin)
He runs.	Er rennt.	CC-BY 2.0 (France) Attribution: tatoeba.org #672254 (CK) & #672259 (Zaghawa)
He runs.	Er läuft.	CC-BY 2.0 (France) Attribution: tatoeba.org #672254 (CK) & #5687977 (eric2)
Help me.	Hilf mir.	CC-BY 2.0 (France) Attribution: tatoeba.org #266065 (Zifre) & #368205 (Wolf)
Help us.	Hilf uns!	CC-BY 2.0 (France) Attribution: tatoeba.org #2187193 (CK) & #2199031 (Pfirsichbaeumchen)
Help us.	Helft uns!	CC-BY 2.0 (France) Attribution: tatoeba.org #2187193 (CK) & #2199032 (Pfirsichbaeumchen)
Help us.	Helfen Sie uns!	CC-BY 2.0 (France) Attribution: tatoeba.org #2187193 (CK) & #2199033 (Pfirsichbaeumchen)
Hi, Tom.	Hallo, Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2549834 (CK) & #3298512 (Manfredo)
Hit Tom.	Schlage Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203962 (Pfirsichbaeumchen)
Hit Tom.	Schlagt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203963 (Pfirsichbaeumchen)
Hit Tom.	Schlagen Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203859 (CK) & #2203964 (Pfirsichbaeumchen)
Hold it!	Nicht bewegen!	CC-BY 2.0 (France) Attribution: tatoeba.org #280203 (CK) & #547375 (Espi)
Hold it!	Warte!	CC-BY 2.0 (France) Attribution: tatoeba.org #280203 (CK) & #2122378 (Pfirsichbaeumchen)
Hold it.	Stehen bleiben!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861507 (mramosch)
Hold it.	Bleib stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861508 (mramosch)
Hold it.	Bleiben Sie stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861509 (mramosch)
Hold it.	Bleibt stehen!	CC-BY 2.0 (France) Attribution: tatoeba.org #7932268 (Seael) & #8861510 (mramosch)
Hold on.	Warten Sie kurz!	CC-BY 2.0 (France) Attribution: tatoeba.org #1357000 (sacredceltic) & #2116085 (Pfirsichbaeumchen)
Hug Tom.	Umarme Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203965 (Pfirsichbaeumchen)
Hug Tom.	Umarmen Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203967 (Pfirsichbaeumchen)
Hug Tom.	Umarmt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203968 (Pfirsichbaeumchen)
Hug Tom.	Drückt Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203969 (Pfirsichbaeumchen)
Hug Tom.	Drücken Sie Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203970 (Pfirsichbaeumchen)
Hug Tom.	Drück Tom!	CC-BY 2.0 (France) Attribution: tatoeba.org #2203860 (CK) & #2203971 (Pfirsichbaeumchen)
I agree.	Ich bin einverstanden.	CC-BY 2.0 (France) Attribution: tatoeba.org #436281 (lukaszpp) & #472 (MUIRIEL)
I cried.	Ich weinte.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828613 (CK) & #7091838 (Luiaard)
I cried.	Ich habe geweint.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828613 (CK) & #7091839 (Luiaard)
I drove.	Ich fuhr!	CC-BY 2.0 (France) Attribution: tatoeba.org #5828616 (CK) & #8861418 (mramosch)
I drove.	Ich bin gefahren!	CC-BY 2.0 (France) Attribution: tatoeba.org #5828616 (CK) & #8861419 (mramosch)
I froze.	Ich fror.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397692 (CK) & #8861622 (mramosch)
I froze.	Ich habe gefroren.	CC-BY 2.0 (France) Attribution: tatoeba.org #8397692 (CK) & #8861623 (mramosch)
I snore.	Ich schnarche.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828618 (CK) & #7091840 (Luiaard)
I swore.	Ich habe geschworen.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828620 (CK) & #8861436 (mramosch)
I swore.	Ich schwur.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828620 (CK) & #8861437 (mramosch)
I waved.	Ich winkte.	CC-BY 2.0 (France) Attribution: tatoeba.org #5828621 (CK) & #8861425 (mramosch)
